Device Name,4R
Device Model,Kestrel DROP 2
Serial Number,3076484
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
yyyy-MM-dd hh:mm:ss a,°C,%,°C,°C
2025-07-28 09:30:00 PM,10.2,68.4,9.6,4.6,point
2025-07-28 10:00:00 PM,6.8,79.9,6.6,3.5,point
2025-07-28 10:30:00 PM,6.2,84.2,6.1,3.7,point
2025-07-28 11:00:00 PM,6.1,86.7,6.0,4.0,point
2025-07-28 11:30:00 PM,6.0,87.3,5.9,4.0,point
2025-07-29 12:00:00 AM,5.8,88.0,5.8,4.0,point
2025-07-29 12:30:00 AM,5.8,88.3,5.7,4.0,point
2025-07-29 01:00:00 AM,5.7,88.4,5.7,4.0,point
2025-07-29 01:30:00 AM,5.8,89.2,5.7,4.1,point
2025-07-29 02:00:00 AM,5.7,89.2,5.7,4.1,point
2025-07-29 02:30:00 AM,5.8,89.5,5.7,4.2,point
2025-07-29 03:00:00 AM,5.8,89.7,5.8,4.2,point
2025-07-29 03:30:00 AM,5.8,89.6,5.8,4.2,point
2025-07-29 04:00:00 AM,5.7,89.8,5.7,4.2,point
2025-07-29 04:30:00 AM,5.9,90.1,5.9,4.4,point
2025-07-29 05:00:00 AM,5.9,90.0,5.8,4.3,point
2025-07-29 05:30:00 AM,5.9,90.1,6.0,4.4,point
2025-07-29 06:00:00 AM,5.9,90.3,6.0,4.5,point
2025-07-29 06:30:00 AM,5.9,90.4,5.9,4.4,point
2025-07-29 07:00:00 AM,6.0,90.2,6.0,4.5,point
2025-07-29 07:30:00 AM,6.0,90.3,6.0,4.5,point
2025-07-29 08:00:00 AM,9.9,100.0,10.2,9.9,point
2025-07-29 08:30:00 AM,16.4,100.0,17.1,16.4,point
2025-07-29 09:00:00 AM,20.2,100.0,21.2,20.2,point
2025-07-29 09:30:00 AM,21.0,92.0,21.9,19.7,point
2025-07-29 10:00:00 AM,21.3,90.8,22.1,19.7,point
2025-07-29 10:30:00 AM,21.3,89.9,22.0,19.6,point
2025-07-29 11:00:00 AM,21.4,89.8,22.1,19.6,point
2025-07-29 11:30:00 AM,21.4,89.6,22.1,19.6,point
2025-07-29 12:00:00 PM,21.4,89.6,22.2,19.6,point
2025-07-29 12:30:00 PM,21.4,89.5,22.2,19.6,point
2025-07-29 01:00:00 PM,21.5,89.7,22.2,19.7,point
2025-07-29 01:30:00 PM,21.5,89.5,22.4,19.7,point
2025-07-29 02:00:00 PM,21.5,89.1,22.2,19.6,point
2025-07-29 02:30:00 PM,21.5,89.1,22.4,19.6,point
2025-07-29 03:00:00 PM,21.6,88.0,22.5,19.5,point
2025-07-29 03:30:00 PM,21.7,86.7,22.6,19.4,point
2025-07-29 04:00:00 PM,22.4,84.8,23.3,19.7,point
2025-07-29 04:30:00 PM,22.5,84.2,23.4,19.6,point
2025-07-29 05:00:00 PM,22.5,83.6,23.4,19.6,point
2025-07-29 05:30:00 PM,22.6,82.7,23.6,19.5,point
2025-07-29 06:00:00 PM,22.6,82.0,23.5,19.4,point
2025-07-29 06:30:00 PM,22.5,81.3,23.4,19.2,point
2025-07-29 07:00:00 PM,22.5,80.9,23.4,19.1,point
2025-07-29 07:30:00 PM,22.4,80.3,23.2,18.9,point
2025-07-29 08:00:00 PM,22.4,79.2,23.2,18.7,point
2025-07-29 08:30:00 PM,22.4,78.8,23.0,18.5,point
2025-07-29 09:00:00 PM,19.1,70.3,18.5,13.5,point
2025-07-29 09:30:00 PM,12.8,63.3,12.0,6.0,point
2025-07-29 10:00:00 PM,7.8,76.8,7.5,4.0,point
2025-07-29 10:30:00 PM,6.7,81.8,6.6,3.8,point
2025-07-29 11:00:00 PM,6.4,84.6,6.3,4.0,point
2025-07-29 11:30:00 PM,6.2,85.6,6.1,3.9,point
2025-07-30 12:00:00 AM,6.0,86.6,6.0,4.0,point
2025-07-30 12:30:00 AM,5.9,87.9,5.9,4.0,point
2025-07-30 01:00:00 AM,5.8,87.9,5.8,4.0,point
2025-07-30 01:30:00 AM,5.9,88.2,5.8,4.1,point
2025-07-30 02:00:00 AM,5.8,88.3,5.7,4.0,point
2025-07-30 02:30:00 AM,5.7,89.0,5.7,4.0,point
2025-07-30 03:00:00 AM,5.7,88.9,5.7,4.0,point
2025-07-30 03:30:00 AM,5.8,89.3,5.7,4.2,point
2025-07-30 04:00:00 AM,5.7,88.7,5.7,4.0,point
2025-07-30 04:30:00 AM,5.8,89.4,5.7,4.2,point
2025-07-30 05:00:00 AM,5.8,90.0,5.8,4.3,point
2025-07-30 05:30:00 AM,6.0,89.5,5.9,4.4,point
2025-07-30 06:00:00 AM,6.1,89.1,6.0,4.4,point
2025-07-30 06:30:00 AM,6.1,88.6,6.2,4.4,point
2025-07-30 07:00:00 AM,5.9,88.6,5.9,4.2,point
2025-07-30 07:30:00 AM,6.0,89.6,6.0,4.5,point
2025-07-30 08:00:00 AM,9.6,100.0,9.9,9.6,point
2025-07-30 08:30:00 AM,17.1,100.0,17.9,17.1,point
2025-07-30 09:00:00 AM,20.2,100.0,21.1,20.2,point
2025-07-30 09:30:00 AM,21.7,88.8,22.5,19.8,point
2025-07-30 10:00:00 AM,22.0,86.6,22.9,19.6,point
2025-07-30 10:30:00 AM,22.3,86.7,23.2,19.9,point
2025-07-30 11:00:00 AM,22.3,86.2,23.3,19.9,point
2025-07-30 11:30:00 AM,22.3,86.0,23.2,19.8,point
2025-07-30 12:00:00 PM,22.4,86.2,23.3,19.9,point
2025-07-30 12:30:00 PM,22.4,84.4,23.3,19.6,point
2025-07-30 01:00:00 PM,22.4,85.3,23.4,19.9,point
2025-07-30 01:30:00 PM,22.5,85.8,23.5,20.0,point
2025-07-30 02:00:00 PM,22.6,85.5,23.5,20.0,point
2025-07-30 02:30:00 PM,22.4,85.5,23.4,19.9,point
2025-07-30 03:00:00 PM,22.4,85.3,23.4,19.8,point
2025-07-30 03:30:00 PM,22.5,85.1,23.5,19.9,point
2025-07-30 04:00:00 PM,22.6,85.2,23.5,19.9,point
2025-07-30 04:30:00 PM,22.6,85.0,23.5,19.9,point
2025-07-30 05:00:00 PM,22.6,85.2,23.7,20.0,point
2025-07-30 05:30:00 PM,22.6,84.7,23.5,19.9,point
2025-07-30 06:00:00 PM,22.7,84.8,23.8,20.0,point
2025-07-30 06:30:00 PM,22.6,84.5,23.6,19.9,point
2025-07-30 07:00:00 PM,22.7,84.0,23.8,19.9,point
2025-07-30 07:30:00 PM,22.8,84.2,23.8,19.9,point
2025-07-30 08:00:00 PM,22.6,83.5,23.5,19.6,point
2025-07-30 08:30:00 PM,22.6,83.3,23.6,19.6,point
2025-07-30 09:00:00 PM,19.3,70.9,18.8,13.9,point
2025-07-30 09:30:00 PM,13.1,64.6,12.3,6.6,point
2025-07-30 10:00:00 PM,8.2,78.0,7.9,4.6,point
2025-07-30 10:30:00 PM,6.9,80.9,6.8,3.9,point
2025-07-30 11:00:00 PM,6.6,84.7,6.6,4.2,point
2025-07-30 11:30:00 PM,6.4,86.0,6.4,4.2,point
2025-07-31 12:00:00 AM,6.3,86.7,6.3,4.3,point
2025-07-31 12:30:00 AM,6.1,87.1,6.1,4.1,point
2025-07-31 01:00:00 AM,6.2,87.6,6.1,4.3,point
2025-07-31 01:30:00 AM,6.1,87.8,6.0,4.2,point
2025-07-31 02:00:00 AM,6.1,88.4,6.2,4.3,point
2025-07-31 02:30:00 AM,6.0,88.4,6.0,4.3,point
2025-07-31 03:00:00 AM,6.0,88.8,6.0,4.3,point
2025-07-31 03:30:00 AM,6.0,88.5,5.9,4.2,point
2025-07-31 04:00:00 AM,6.1,88.8,6.0,4.3,point
2025-07-31 04:30:00 AM,6.0,88.6,6.0,4.3,point
2025-07-31 05:00:00 AM,6.0,88.9,6.0,4.3,point
2025-07-31 05:30:00 AM,5.9,89.1,5.9,4.2,point
2025-07-31 06:00:00 AM,6.0,89.8,6.0,4.5,point
2025-07-31 06:30:00 AM,5.9,89.4,5.9,4.3,point
2025-07-31 07:00:00 AM,6.3,89.9,6.3,4.7,point
2025-07-31 07:30:00 AM,6.1,89.7,6.0,4.5,point
2025-07-31 08:00:00 AM,9.6,100.0,10.0,9.6,point
2025-07-31 08:30:00 AM,16.8,100.0,17.6,16.8,point
2025-07-31 09:00:00 AM,20.2,100.0,21.2,20.2,point
2025-07-31 09:30:00 AM,21.9,90.2,22.9,20.2,point
2025-07-31 10:00:00 AM,22.3,87.6,23.4,20.2,point
2025-07-31 10:30:00 AM,22.4,86.9,23.5,20.1,point
2025-07-31 11:00:00 AM,22.5,87.0,23.5,20.2,point
2025-07-31 11:30:00 AM,22.5,86.7,23.5,20.1,point
2025-07-31 12:00:00 PM,22.5,86.3,23.5,20.1,point
2025-07-31 12:30:00 PM,22.6,86.8,23.6,20.2,point
2025-07-31 01:00:00 PM,22.6,86.9,23.6,20.3,point
2025-07-31 01:30:00 PM,22.5,86.2,23.6,20.1,point
2025-07-31 02:00:00 PM,21.8,85.9,22.5,19.3,point
2025-07-31 02:30:00 PM,21.4,89.4,22.2,19.6,point
2025-07-31 03:00:00 PM,22.2,88.1,23.3,20.2,point
2025-07-31 03:30:00 PM,22.1,87.2,23.0,19.8,point
2025-07-31 04:00:00 PM,22.1,87.5,23.0,19.9,point
2025-07-31 04:30:00 PM,22.0,87.5,23.0,19.9,point
2025-07-31 05:00:00 PM,22.2,87.4,23.1,20.0,point
2025-07-31 05:30:00 PM,22.1,87.2,23.0,19.8,point
2025-07-31 06:00:00 PM,22.1,87.2,23.0,19.9,point
2025-07-31 06:30:00 PM,22.1,87.4,23.0,19.9,point
2025-07-31 07:00:00 PM,22.1,87.0,23.0,19.8,point
2025-07-31 07:30:00 PM,22.2,87.5,23.3,20.0,point
2025-07-31 08:00:00 PM,22.1,86.8,23.1,19.8,point
2025-07-31 08:30:00 PM,22.2,87.0,23.2,19.9,point
2025-07-31 09:00:00 PM,17.5,75.1,17.0,13.0,point
2025-07-31 09:30:00 PM,11.1,68.1,10.6,5.5,point
2025-07-31 10:00:00 PM,7.4,79.8,7.3,4.2,point
2025-07-31 10:30:00 PM,6.7,84.5,6.6,4.2,point
2025-07-31 11:00:00 PM,6.3,86.3,6.2,4.2,point
2025-07-31 11:30:00 PM,6.1,87.8,6.1,4.2,point
2025-08-01 12:00:00 AM,5.9,88.2,5.9,4.1,point
2025-08-01 12:30:00 AM,5.8,88.6,5.7,4.0,point
2025-08-01 01:00:00 AM,5.7,88.7,5.7,4.0,point
2025-08-01 01:30:00 AM,5.8,89.8,5.7,4.2,point
2025-08-01 02:00:00 AM,5.7,89.3,5.7,4.1,point
2025-08-01 02:30:00 AM,5.6,89.2,5.6,4.0,point
2025-08-01 03:00:00 AM,5.7,90.3,5.8,4.2,point
2025-08-01 03:30:00 AM,5.6,89.8,5.5,4.0,point
2025-08-01 04:00:00 AM,5.6,89.9,5.5,4.0,point
2025-08-01 04:30:00 AM,5.6,90.1,5.7,4.1,point
2025-08-01 05:00:00 AM,5.6,90.2,5.6,4.1,point
2025-08-01 05:30:00 AM,5.5,90.3,5.6,4.1,point
2025-08-01 06:00:00 AM,5.6,90.3,5.6,4.1,point
2025-08-01 06:30:00 AM,5.6,90.7,5.7,4.2,point
2025-08-01 07:00:00 AM,5.6,90.8,5.6,4.2,point
2025-08-01 07:30:00 AM,5.6,91.0,5.6,4.2,point
2025-08-01 08:00:00 AM,9.4,100.0,9.8,9.4,point
2025-08-01 08:30:00 AM,16.7,100.0,17.4,16.7,point
2025-08-01 09:00:00 AM,20.2,100.0,21.1,20.2,point
2025-08-01 09:30:00 AM,21.2,90.9,22.1,19.7,point
2025-08-01 10:00:00 AM,21.6,89.5,22.5,19.8,point
2025-08-01 10:30:00 AM,21.6,88.7,22.5,19.7,point
2025-08-01 11:00:00 AM,21.9,89.3,22.8,20.1,point
2025-08-01 11:30:00 AM,21.9,88.3,22.9,19.9,point
2025-08-01 12:00:00 PM,21.9,88.7,22.8,19.9,point
2025-08-01 12:30:00 PM,22.0,88.5,23.0,20.0,point
2025-08-01 01:00:00 PM,22.0,88.7,22.9,20.0,point
2025-08-01 01:30:00 PM,22.0,88.6,22.9,20.0,point
2025-08-01 02:00:00 PM,22.0,88.1,22.9,19.9,point
2025-08-01 02:30:00 PM,22.1,88.7,23.0,20.1,point
2025-08-01 03:00:00 PM,22.2,88.0,23.3,20.1,point
2025-08-01 03:30:00 PM,22.2,87.5,23.3,20.0,point
2025-08-01 04:00:00 PM,22.1,87.0,23.1,19.8,point
2025-08-01 04:30:00 PM,21.9,88.6,22.9,19.9,point
2025-08-01 05:00:00 PM,21.1,89.5,21.8,19.3,point
2025-08-01 05:30:00 PM,21.0,89.7,21.6,19.2,point
2025-08-01 06:00:00 PM,20.9,90.2,21.7,19.3,point
2025-08-01 06:30:00 PM,21.0,90.2,21.7,19.3,point
2025-08-01 07:00:00 PM,20.9,90.1,21.7,19.2,point
2025-08-01 07:30:00 PM,20.9,90.1,21.6,19.2,point
2025-08-01 08:00:00 PM,20.9,90.2,21.6,19.2,point
2025-08-01 08:30:00 PM,20.9,90.2,21.7,19.3,point
2025-08-01 09:00:00 PM,16.4,77.2,16.1,12.4,point
2025-08-01 09:30:00 PM,9.7,70.5,9.3,4.6,point
2025-08-01 10:00:00 PM,6.8,82.7,6.7,4.0,point
2025-08-01 10:30:00 PM,6.2,85.9,6.1,4.0,point
2025-08-01 11:00:00 PM,6.0,87.5,6.0,4.1,point
2025-08-01 11:30:00 PM,5.9,88.7,5.9,4.2,point
2025-08-02 12:00:00 AM,5.8,88.6,5.8,4.1,point
2025-08-02 12:30:00 AM,5.8,89.4,5.7,4.2,point
2025-08-02 01:00:00 AM,5.6,89.1,5.6,4.0,point
2025-08-02 01:30:00 AM,5.7,90.4,5.8,4.3,point
2025-08-02 02:00:00 AM,5.7,90.6,5.7,4.3,point
2025-08-02 02:30:00 AM,5.6,90.2,5.7,4.1,point
2025-08-02 03:00:00 AM,5.4,90.1,5.5,4.0,point
2025-08-02 03:30:00 AM,5.7,90.5,5.7,4.3,point
2025-08-02 04:00:00 AM,5.5,89.8,5.5,4.0,point
2025-08-02 04:30:00 AM,5.6,90.6,5.6,4.2,point
2025-08-02 05:00:00 AM,5.6,90.4,5.6,4.1,point
2025-08-02 05:30:00 AM,5.6,91.0,5.6,4.2,point
2025-08-02 06:00:00 AM,5.6,90.5,5.7,4.2,point
2025-08-02 06:30:00 AM,5.6,90.8,5.7,4.2,point
2025-08-02 07:00:00 AM,5.7,91.0,5.7,4.3,point
2025-08-02 07:30:00 AM,5.6,90.4,5.7,4.2,point
2025-08-02 08:00:00 AM,10.1,100.0,10.5,10.1,point
2025-08-02 08:30:00 AM,17.6,100.0,18.3,17.6,point
2025-08-02 09:00:00 AM,20.1,100.0,21.1,20.1,point
2025-08-02 09:30:00 AM,20.6,92.6,21.4,19.4,point
2025-08-02 10:00:00 AM,20.9,91.2,21.7,19.4,point
2025-08-02 10:30:00 AM,20.9,90.9,21.7,19.4,point
2025-08-02 11:00:00 AM,20.9,90.7,21.7,19.4,point
2025-08-02 11:30:00 AM,21.0,90.7,21.9,19.4,point
2025-08-02 12:00:00 PM,21.0,90.0,21.8,19.3,point
2025-08-02 12:30:00 PM,21.1,90.3,22.0,19.5,point
2025-08-02 01:00:00 PM,21.1,90.0,22.0,19.4,point
2025-08-02 01:30:00 PM,21.1,89.8,21.8,19.3,point
2025-08-02 02:00:00 PM,21.1,89.6,21.9,19.3,point
2025-08-02 02:30:00 PM,21.1,89.6,21.9,19.4,point
2025-08-02 03:00:00 PM,21.1,89.4,21.9,19.3,point
2025-08-02 03:30:00 PM,21.1,89.3,21.9,19.3,point
2025-08-02 04:00:00 PM,21.1,89.4,21.9,19.3,point
2025-08-02 04:30:00 PM,21.2,89.4,22.0,19.4,point
2025-08-02 05:00:00 PM,21.2,89.0,22.0,19.3,point
2025-08-02 05:30:00 PM,21.2,88.7,22.0,19.3,point
2025-08-02 06:00:00 PM,21.2,88.2,21.9,19.1,point
2025-08-02 06:30:00 PM,21.3,88.2,22.0,19.2,point
2025-08-02 07:00:00 PM,21.2,87.7,22.0,19.1,point
2025-08-02 07:30:00 PM,21.1,87.4,21.9,18.9,point
2025-08-02 08:00:00 PM,21.2,87.5,21.9,19.0,point
2025-08-02 08:30:00 PM,21.1,86.8,21.9,18.9,point
2025-08-02 09:00:00 PM,16.8,74.5,16.2,12.2,point
2025-08-02 09:30:00 PM,10.1,69.3,9.6,4.7,point
2025-08-02 10:00:00 PM,6.7,80.5,6.6,3.6,point
2025-08-02 10:30:00 PM,6.2,84.4,6.2,3.8,point
2025-08-02 11:00:00 PM,6.0,85.8,5.9,3.8,point
2025-08-02 11:30:00 PM,5.8,86.6,5.8,3.8,point
2025-08-03 12:00:00 AM,5.8,87.1,5.8,3.8,point
2025-08-03 12:30:00 AM,5.8,87.8,5.8,3.9,point
2025-08-03 01:00:00 AM,5.8,88.4,5.8,4.0,point
2025-08-03 01:30:00 AM,5.8,88.4,5.8,4.1,point
2025-08-03 02:00:00 AM,5.8,87.8,5.7,3.9,point
2025-08-03 02:30:00 AM,5.8,88.3,5.7,4.0,point
2025-08-03 03:00:00 AM,5.8,88.4,5.7,4.0,point
2025-08-03 03:30:00 AM,5.7,88.5,5.7,4.0,point
2025-08-03 04:00:00 AM,5.8,88.2,5.7,4.0,point
2025-08-03 04:30:00 AM,5.7,88.7,5.7,4.0,point
2025-08-03 05:00:00 AM,5.7,88.2,5.7,3.9,point
2025-08-03 05:30:00 AM,5.7,88.2,5.7,3.9,point
2025-08-03 06:00:00 AM,5.8,89.1,5.7,4.1,point
2025-08-03 06:30:00 AM,5.8,88.7,5.7,4.0,point
2025-08-03 07:00:00 AM,5.9,89.7,5.8,4.3,point
2025-08-03 07:30:00 AM,5.8,89.0,5.7,4.1,point
2025-08-03 08:00:00 AM,10.0,99.9,10.4,10.0,point
2025-08-03 08:30:00 AM,17.2,100.0,18.0,17.2,point
2025-08-03 09:00:00 AM,20.2,91.9,20.9,18.8,point
2025-08-03 09:30:00 AM,20.6,88.2,21.3,18.6,point
2025-08-03 10:00:00 AM,20.9,88.2,21.5,18.8,point
2025-08-03 10:30:00 AM,20.9,88.2,21.6,18.9,point
2025-08-03 11:00:00 AM,20.9,88.2,21.6,18.9,point
2025-08-03 11:30:00 AM,21.0,87.9,21.6,18.9,point
2025-08-03 12:00:00 PM,20.9,87.5,21.6,18.8,point
2025-08-03 12:30:00 PM,21.1,87.3,21.7,18.9,point
2025-08-03 01:00:00 PM,21.1,87.2,21.9,18.9,point
2025-08-03 01:30:00 PM,21.0,86.6,21.7,18.7,point
2025-08-03 02:00:00 PM,21.1,86.2,21.6,18.6,point
2025-08-03 02:30:00 PM,21.0,85.6,21.6,18.5,point
2025-08-03 03:00:00 PM,21.1,84.9,21.8,18.4,point
2025-08-03 03:30:00 PM,21.1,84.3,21.8,18.3,point
2025-08-03 04:00:00 PM,21.2,83.8,21.9,18.4,point
2025-08-03 04:30:00 PM,21.1,82.6,21.6,18.0,point
2025-08-03 05:00:00 PM,21.1,82.0,21.7,17.9,point
2025-08-03 05:30:00 PM,21.0,81.2,21.5,17.7,point
2025-08-03 06:00:00 PM,20.9,80.2,21.4,17.4,point
2025-08-03 06:30:00 PM,20.9,79.8,21.3,17.3,point
2025-08-03 07:00:00 PM,20.9,79.0,21.4,17.1,point
2025-08-03 07:30:00 PM,20.9,78.9,21.4,17.1,point
2025-08-03 08:00:00 PM,20.9,78.8,21.3,17.1,point
2025-08-03 08:30:00 PM,20.9,77.8,21.2,16.9,point
2025-08-03 09:00:00 PM,16.6,73.4,16.1,11.8,point
2025-08-03 09:30:00 PM,10.0,67.6,9.4,4.3,point
2025-08-03 10:00:00 PM,6.7,79.4,6.5,3.4,point
2025-08-03 10:30:00 PM,6.2,83.4,6.1,3.6,point
2025-08-03 11:00:00 PM,5.9,85.0,5.9,3.6,point
2025-08-03 11:30:00 PM,5.8,86.3,5.8,3.7,point
2025-08-04 12:00:00 AM,5.8,87.0,5.8,3.8,point
2025-08-04 12:30:00 AM,5.8,87.1,5.7,3.8,point
2025-08-04 01:00:00 AM,5.8,87.8,5.7,3.9,point
2025-08-04 01:30:00 AM,5.8,87.9,5.8,4.0,point
2025-08-04 02:00:00 AM,5.8,87.4,5.7,3.8,point
2025-08-04 02:30:00 AM,5.8,88.6,5.7,4.0,point
2025-08-04 03:00:00 AM,5.7,88.3,5.6,3.9,point
2025-08-04 03:30:00 AM,5.8,88.8,5.8,4.1,point
2025-08-04 04:00:00 AM,5.8,88.5,5.7,4.0,point
2025-08-04 04:30:00 AM,5.7,88.0,5.7,3.9,point
2025-08-04 05:00:00 AM,5.8,88.6,5.7,4.0,point
2025-08-04 05:30:00 AM,5.7,87.5,5.7,3.8,point
2025-08-04 06:00:00 AM,6.0,88.8,5.9,4.3,point
2025-08-04 06:30:00 AM,6.0,88.8,6.0,4.3,point
2025-08-04 07:00:00 AM,6.1,88.8,6.0,4.3,point
2025-08-04 07:30:00 AM,5.8,88.6,5.8,4.1,point
2025-08-04 08:00:00 AM,10.1,99.8,10.5,10.1,point
2025-08-04 08:30:00 AM,16.9,100.0,17.6,16.9,point
2025-08-04 09:00:00 AM,20.2,94.0,20.9,19.2,point
2025-08-04 09:30:00 AM,20.8,88.9,21.4,18.9,point
2025-08-04 10:00:00 AM,20.8,88.3,21.4,18.8,point
2025-08-04 10:30:00 AM,20.9,88.5,21.5,18.9,point
2025-08-04 11:00:00 AM,20.8,87.9,21.5,18.8,point
2025-08-04 11:30:00 AM,20.9,87.9,21.6,18.9,point
2025-08-04 12:00:00 PM,21.0,88.1,21.6,18.9,point
2025-08-04 12:30:00 PM,21.0,87.9,21.6,18.9,point
2025-08-04 01:00:00 PM,20.9,87.5,21.6,18.8,point
2025-08-04 01:30:00 PM,21.1,87.2,21.7,18.8,point
2025-08-04 02:00:00 PM,21.1,86.9,21.9,18.8,point
2025-08-04 02:30:00 PM,21.1,86.6,21.9,18.8,point
2025-08-04 03:00:00 PM,21.1,85.8,21.8,18.7,point
2025-08-04 03:30:00 PM,21.2,85.3,21.8,18.6,point
2025-08-04 04:00:00 PM,21.1,84.9,21.8,18.5,point
2025-08-04 04:30:00 PM,21.2,84.8,21.8,18.5,point
2025-08-04 05:00:00 PM,21.1,83.9,21.8,18.3,point
2025-08-04 05:30:00 PM,21.1,84.1,21.6,18.3,point
2025-08-04 06:00:00 PM,21.0,83.7,21.5,18.1,point
2025-08-04 06:30:00 PM,21.1,83.5,21.8,18.2,point
2025-08-04 07:00:00 PM,21.0,83.2,21.6,18.1,point
2025-08-04 07:30:00 PM,21.0,82.7,21.5,17.9,point
2025-08-04 08:00:00 PM,20.9,82.2,21.3,17.7,point
2025-08-04 08:30:00 PM,21.0,82.2,21.4,17.8,point
2025-08-04 09:00:00 PM,16.6,73.9,16.1,11.9,point
2025-08-04 09:30:00 PM,10.0,68.4,9.5,4.5,point
2025-08-04 10:00:00 PM,6.6,80.1,6.5,3.4,point
2025-08-04 10:30:00 PM,6.2,84.8,6.2,3.9,point
2025-08-04 11:00:00 PM,6.5,83.0,6.4,3.8,point
2025-08-04 11:30:00 PM,6.1,86.3,6.0,4.0,point
2025-08-05 12:00:00 AM,6.1,87.8,6.0,4.2,point
2025-08-05 12:30:00 AM,5.9,87.9,5.9,4.1,point
2025-08-05 01:00:00 AM,5.9,88.6,5.8,4.2,point
2025-08-05 01:30:00 AM,5.8,88.7,5.8,4.1,point
2025-08-05 02:00:00 AM,5.8,88.6,5.7,4.0,point
2025-08-05 02:30:00 AM,5.8,89.2,5.8,4.2,point
2025-08-05 03:00:00 AM,5.8,88.5,5.8,4.1,point
2025-08-05 03:30:00 AM,5.9,88.8,5.8,4.2,point
2025-08-05 04:00:00 AM,6.0,89.0,5.9,4.3,point
2025-08-05 04:30:00 AM,6.0,89.1,5.9,4.3,point
2025-08-05 05:00:00 AM,6.0,88.3,6.0,4.2,point
2025-08-05 05:30:00 AM,6.0,89.1,6.0,4.3,point
2025-08-05 06:00:00 AM,5.9,88.9,5.9,4.2,point
2025-08-05 06:30:00 AM,6.0,89.0,6.0,4.3,point
2025-08-05 07:00:00 AM,6.1,89.7,6.0,4.5,point
2025-08-05 07:30:00 AM,6.1,89.4,6.2,4.5,point
2025-08-05 08:00:00 AM,10.3,99.5,10.8,10.2,point
2025-08-05 08:30:00 AM,16.8,100.0,17.5,16.8,point
2025-08-05 09:00:00 AM,20.4,99.8,21.4,20.4,point
2025-08-05 09:30:00 AM,20.9,90.8,21.7,19.3,point
2025-08-05 10:00:00 AM,20.9,89.6,21.5,19.1,point
2025-08-05 10:30:00 AM,21.1,90.0,21.8,19.4,point
2025-08-05 11:00:00 AM,21.1,90.4,22.0,19.5,point
2025-08-05 11:30:00 AM,21.0,89.9,21.8,19.3,point
2025-08-05 12:00:00 PM,21.1,89.7,21.8,19.3,point
2025-08-05 12:30:00 PM,21.1,89.3,21.9,19.3,point
2025-08-05 01:00:00 PM,21.2,89.2,21.9,19.3,point
2025-08-05 01:30:00 PM,21.2,89.3,21.9,19.4,point
2025-08-05 02:00:00 PM,21.2,89.1,22.0,19.4,point
2025-08-05 02:30:00 PM,21.2,89.2,21.9,19.3,point
2025-08-05 03:00:00 PM,21.4,87.1,22.1,19.1,point
2025-08-05 03:30:00 PM,21.0,86.9,21.7,18.8,point
2025-08-05 04:00:00 PM,22.3,85.8,23.1,19.8,point
2025-08-05 04:30:00 PM,22.3,85.4,23.3,19.8,point
2025-08-05 05:00:00 PM,22.3,84.4,23.1,19.5,point
2025-08-05 05:30:00 PM,22.4,84.5,23.3,19.6,point
2025-08-05 06:00:00 PM,22.4,84.0,23.3,19.5,point
2025-08-05 06:30:00 PM,22.4,83.7,23.4,19.5,point
2025-08-05 07:00:00 PM,22.4,83.1,23.3,19.4,point
2025-08-05 07:30:00 PM,22.5,82.9,23.3,19.4,point
2025-08-05 08:00:00 PM,22.5,82.1,23.3,19.2,point
2025-08-05 08:30:00 PM,22.5,81.5,23.2,19.1,point
2025-08-05 09:00:00 PM,19.2,71.9,18.8,14.0,point
2025-08-05 09:30:00 PM,13.5,63.9,12.6,6.8,point
2025-08-05 10:00:00 PM,8.7,78.0,8.4,5.1,point
2025-08-05 10:30:00 PM,7.5,81.7,7.3,4.5,point
2025-08-05 11:00:00 PM,6.9,83.5,6.9,4.3,point
2025-08-05 11:30:00 PM,6.6,84.3,6.6,4.2,point
2025-08-06 12:00:00 AM,6.5,85.3,6.5,4.3,point
2025-08-06 12:30:00 AM,6.5,86.1,6.5,4.3,point
2025-08-06 01:00:00 AM,6.4,86.3,6.4,4.3,point
2025-08-06 01:30:00 AM,6.5,87.0,6.4,4.5,point
2025-08-06 02:00:00 AM,6.4,87.2,6.4,4.5,point
2025-08-06 02:30:00 AM,6.4,86.9,6.4,4.4,point
2025-08-06 03:00:00 AM,6.5,86.4,6.4,4.4,point
2025-08-06 03:30:00 AM,6.5,87.0,6.4,4.5,point
2025-08-06 04:00:00 AM,6.4,87.1,6.3,4.4,point
2025-08-06 04:30:00 AM,6.5,87.0,6.4,4.5,point
2025-08-06 05:00:00 AM,6.4,87.1,6.3,4.4,point
2025-08-06 05:30:00 AM,6.5,87.5,6.5,4.6,point
2025-08-06 06:00:00 AM,6.6,87.7,6.5,4.7,point
2025-08-06 06:30:00 AM,6.6,86.7,6.6,4.6,point
2025-08-06 07:00:00 AM,6.5,87.5,6.5,4.6,point
2025-08-06 07:30:00 AM,6.5,87.7,6.5,4.7,point
2025-08-06 08:00:00 AM,9.1,99.5,9.4,9.0,point
2025-08-06 08:30:00 AM,16.0,100.0,16.6,16.0,point
